           ,       ,        ,stdR               ,stdR              ,stdR              ,stdR              ,stdR               ,stdR               ,stdR              ,stdR              ,stdR              ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdR               ,stdTheta               ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta             ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta             ,stdTheta             ,stdTheta            ,stdTheta             ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta            ,stdTheta
2018090600 ,37     ,26      ,81.67798724258574  ,83.03531778707179 ,79.57391343901593 ,74.93638435366361 ,99.41042450367064  ,99.94982941456178  ,74.88234304560723 ,67.90161191017486 ,79.20578892985031 ,113.83262274058346 ,67.7085053741404   ,67.88528117346205  ,53.52576295579541  ,51.49021751750521  ,67.54089501924001  ,55.636000035947944 ,63.21926921437798  ,58.46867195344871  ,56.30879327423027  ,61.00981068647894  ,54.52808909176994  ,65.7300920431426   ,                   ,67.83105188628583  ,0.18394905498304653    ,0.48239137354051576 ,0.6080800866117951  ,0.4986864097254032  ,0.16501637822077006  ,0.3673893293828579  ,0.18018794394574972 ,0.3330676623878779  ,0.3915959321116245  ,0.2045282048186627   ,0.16034113887929888  ,0.27524428719711275 ,0.15058973072797277  ,0.0986251141140871  ,0.7262119952023285  ,0.313167806016674   ,0.5863354997133854  ,0.400579919367684   ,0.4657919945630714  ,0.5138805439475076  ,0.251695046432012   ,0.6418275974999655  ,                    ,0.6866215713297856
2018090600 ,37     ,27      ,83.10546672752642  ,83.32739345497373 ,79.90279719759504 ,75.3284574380758  ,99.67397754680006  ,100.07992855712877 ,75.45030947583979 ,68.35970231064498 ,79.67318557708107 ,113.74168321244416 ,68.41423901498868  ,68.51878647495151  ,54.2743263431247   ,52.20064846340512  ,67.8055720424214   ,56.36946159047468  ,63.83248389339084  ,59.24461578911623  ,56.47939978434615  ,61.66122930983455  ,55.32030820593826  ,66.35058778940848  ,                   ,68.38411584571377  ,0.16694883768252414    ,0.47663598276246555 ,0.6008112896342567  ,0.49238590852560926 ,0.16193240586778682  ,0.36154233366010735 ,0.17935560993841362 ,0.3264227690919929  ,0.3883609610584749  ,0.19930944961090163  ,0.1591171265848028   ,0.2741498893130776  ,0.14812466255349946  ,0.09997364094932913 ,0.7158887500216647  ,0.30839856513312486 ,0.5780959145268776  ,0.3946742639003506  ,0.4583424089514072  ,0.5051452588138237  ,0.2485737197594163  ,0.6346691204419269  ,                    ,0.6777555264640843
2018090600 ,37     ,28      ,85.07820696277044  ,83.6131377236855  ,80.24126432204318 ,75.69596554638827 ,99.92385751160731  ,100.20647683657978 ,76.02994475862782 ,68.84296623475778 ,80.14867746881417 ,113.64806421580616 ,69.13668273789249  ,69.15930595371819  ,55.04445112815642  ,52.930059512530306 ,68.08503066019725  ,57.12325708500873  ,64.45297355436753  ,60.033500647555115 ,56.67548058905191  ,62.321283683826664 ,56.14458210727015  ,66.96267766450204  ,                   ,68.9722045464693   ,0.14543765717323473    ,0.47070782545030515 ,0.5932564351281656  ,0.4857454178676416  ,0.1585841122855384   ,0.3555236250572172  ,0.1786417927011576  ,0.3194538198039241  ,0.38472312188863445 ,0.1938234685356123   ,0.15758693535334853  ,0.27289731226131975 ,0.14585366516856915  ,0.10105978593222252 ,0.7055516135779765  ,0.303647222544505   ,0.5697993206864795  ,0.3884869055316     ,0.45094311579656005 ,0.49637572335271324 ,0.24558344079730945 ,0.6274018934413123  ,                    ,0.6688763716392487
2018090600 ,37     ,29      ,86.04868040824333  ,83.90623814711275 ,80.59260574022905 ,76.06643543639994 ,100.17176148995286 ,100.34261756601728 ,76.62930248932193 ,69.35163300168209 ,80.62334711484013 ,113.55412850266607 ,69.84474854990889  ,69.818113695516    ,55.82474899182262  ,53.65851283813222  ,68.37297858072296  ,57.878308544738935 ,65.08409636769953  ,60.826441618756554 ,56.87035167818114  ,62.99017859952455  ,56.96694129054148  ,67.59103490848472  ,                   ,69.57353807303463  ,0.13463270273588454    ,0.464393797967953   ,0.5856968742727618  ,0.4788754551869051  ,0.15505530455043867  ,0.34939255516928425 ,0.17789258067269245 ,0.3126308801875491  ,0.38073670163555096 ,0.18815559414487099  ,0.15568635125696853  ,0.27100051856141416 ,0.1436197057856008   ,0.10193100816111035 ,0.6950940747622403  ,0.2990197450243481  ,0.5612377457033153  ,0.382093871199482   ,0.4434364240944529  ,0.48757600038511034 ,0.2425093220968852  ,0.6197679230040863  ,                    ,0.6600598849984571
2018090600 ,37     ,30      ,87.32937249287895  ,84.18926891237386 ,80.94595975093506 ,76.43118800594428 ,100.4277750425648  ,100.4791545545642  ,77.23854607642483 ,69.8795427861402  ,81.09387399797842 ,113.45038475033921 ,70.5697647721742   ,70.46919681676526  ,56.613809269470636 ,54.394905092297016 ,68.66976336059416  ,58.641235491759545 ,65.70939811016382  ,61.62376895322129  ,57.07262916670302  ,63.66350995664628  ,57.797166885583586 ,68.22569603895587  ,                   ,70.1960924838413   ,0.12202568491283486    ,0.4580699775984836  ,0.5779289311584869  ,0.47154680104953306 ,0.15133206543188019  ,0.3431846120266394  ,0.17713218174608164 ,0.3056849532551074  ,0.3762929832225738  ,0.1823211511408786   ,0.1535004378643932   ,0.2687288011527579  ,0.14124757427981874  ,0.10239428873711992 ,0.684520470326527   ,0.29429885598278455 ,0.5525821913634419  ,0.37550415877767734 ,0.43614024309361743 ,0.47861066248976725 ,0.23931359574069427 ,0.6120708242892702  ,                    ,0.6512224130197779
2018090600 ,37     ,31      ,87.9751612672577   ,84.45791673964021 ,81.29336073751656 ,76.79105286424975 ,100.67234227929735 ,100.60350391512216 ,77.83798879724475 ,70.43283112299264 ,81.56077488597077 ,113.34700040142219 ,71.28070776865223  ,71.1320384918076   ,57.424372003531744 ,55.14125587978569  ,68.98197228261888  ,59.42745914137673  ,66.34629454611614  ,62.41288729100745  ,57.30027050546969  ,64.34171663858527  ,58.62562664910286  ,68.84727808708197  ,                   ,70.83203865483472  ,0.1154021142652597     ,0.4516274296310675  ,0.5700218758949056  ,0.46405527306301697 ,0.14744591947721297  ,0.33683900374082826 ,0.17640622818511367 ,0.2988955954136409  ,0.3713991607852485  ,0.17630251846615627  ,0.15096408653696933  ,0.26601777915286845 ,0.13906489864987126  ,0.10282657472069923 ,0.6739485493624556  ,0.2897644487271291  ,0.5436764809474934  ,0.36863476156145847 ,0.4289095389661209  ,0.4694861469530629  ,0.23604257233617898 ,0.6041575235666562  ,                    ,0.6424563836255982
2018090600 ,37     ,32      ,88.81385927883102  ,84.72143648451672 ,81.66272344221689 ,77.1419639366279  ,100.92688938038266 ,100.73189415473135 ,78.4392204193795  ,70.99889154064309 ,82.02461642702147 ,113.23787396450005 ,72.0005118037365   ,71.78758945667418  ,58.24374301158881  ,55.885558957569714 ,69.31585821440864  ,60.20924596770831  ,66.97815912668845  ,63.19426081536202  ,57.54504062036971  ,65.02080051798809  ,59.47415657241387  ,69.47841391396324  ,                   ,71.4754671198447   ,0.10762331025977194    ,0.44501294666889496 ,0.5620520534402438  ,0.4562849963749359  ,0.14346642808804252  ,0.3305093170055871  ,0.17581689560664002 ,0.29217180278772403 ,0.3660622077126045  ,0.17028807960116907  ,0.14831993970485446  ,0.2629533439503359  ,0.1367494699232771   ,0.10289134626995869 ,0.6634978658132898  ,0.28502980013483215 ,0.5346839150887858  ,0.36149323869227984 ,0.4214356109975791  ,0.46007103714069686 ,0.23278514023886507 ,0.5959864658434344  ,                    ,0.633651416139841
2018090600 ,37     ,33      ,89.37652096607923  ,84.96204152443607 ,82.02670357877366 ,77.48448425330068 ,101.18163667385501 ,100.85164549971408 ,79.02714723435231 ,71.59011803314756 ,82.48953994295276 ,113.12135121187335 ,72.71091527411824  ,72.45799403792518  ,59.08457836017787  ,56.63673454569923  ,69.65116510152576  ,60.999190978241664 ,67.61395196259423  ,63.98121755640478  ,57.79299784575982  ,65.69246227688531  ,60.33076246824666  ,70.11133574537003  ,                   ,72.13244762241193  ,0.10221813373010367    ,0.43832656871677    ,0.5539471643169137  ,0.4482366841296767  ,0.13940914986111616  ,0.32413359265498926 ,0.17500938801189495 ,0.2856100032872431  ,0.3604023605320801  ,0.1641895008569154   ,0.14574812670843734  ,0.2596067037623836  ,0.13462062598755942  ,0.10240938246527546 ,0.6530344749198449  ,0.28021372620463547 ,0.5255300601002856  ,0.35417909913560675 ,0.41402540487222717 ,0.4504403159796501  ,0.22942025313874836 ,0.587646576821046   ,                    ,0.6249231022364395
2018090600 ,37     ,34      ,89.8769436507495   ,85.18897405181025 ,82.38564195295197 ,77.81919878795978 ,101.43534393888552 ,100.97548662918145 ,79.60527620704548 ,72.19950207584537 ,82.9313746419291  ,112.99759510715262 ,73.4288362974656   ,73.11445342748587  ,59.92435314627935  ,57.385891123167205 ,70.00202925630086  ,61.797418230861396 ,68.24049311076233  ,64.76131638563255  ,58.05724158104654  ,66.3839137140919   ,61.18355089401072  ,70.73809723197253  ,                   ,72.79720461666093  ,0.09750978510058511    ,0.4315141280860006  ,0.5457069317409906  ,0.4399109780580565  ,0.1351769505343431   ,0.3177732492596233  ,0.1742355813675229  ,0.2793840922012623  ,0.35466377228117285 ,0.15800511040113063  ,0.14293707580000392  ,0.2560915283579241  ,0.13238611909600365  ,0.10159332760106142 ,0.6425868494554354  ,0.2753211619560126  ,0.5161652262619275  ,0.3466074471122703  ,0.4067689750786406  ,0.44074056532026956 ,0.22583105504728787 ,0.5792198933655365  ,                    ,0.6161614885708673
2018090600 ,37     ,35      ,91.33317141104868  ,85.3842631870768  ,82.75359629647524 ,78.15997952916825 ,101.67963906308873 ,101.09727592769252 ,80.1684289480591  ,72.81163780605405 ,83.37847264132391 ,112.88654348504076 ,74.14872419671157  ,73.77648676915973  ,60.773036784416156 ,58.12212401487062  ,70.36852492414488  ,62.5987132455612   ,68.86709301255571  ,65.5383872245877   ,58.33761736649861  ,67.06894736016065  ,62.044655692492974 ,71.35898682016162  ,                   ,73.46995168094232  ,0.08671462614771237    ,0.4246695621209828  ,0.5373730669867949  ,0.43137121019135216 ,0.1308812818822791   ,0.3112404308954242  ,0.17312586808281025 ,0.2732626310291976  ,0.34871976987627085 ,0.1517064343933454   ,0.14031402298798984  ,0.2523425907685204  ,0.1300288662259249   ,0.10030208389312449 ,0.6321605683178084  ,0.2700489849346006  ,0.5065202496579793  ,0.338928673411637   ,0.3996699016343068  ,0.4308353188334949  ,0.22214783117848905 ,0.5707059807385211  ,                    ,0.6073696361842347
2018090600 ,37     ,36      ,92.25699377283003  ,85.55308293685272 ,83.09988688319618 ,78.47586253109932 ,101.93319822315006 ,101.21383008265225 ,80.72011521300004 ,73.44838732062128 ,83.81570556882522 ,112.77008468561155 ,74.8790177553098   ,74.43461896187821  ,61.63324184236945  ,58.857463417989734 ,70.74259042472222  ,63.39908674421107  ,69.48642529300237  ,66.3062267060945   ,58.63938352336252  ,67.75225457503241  ,62.91417407866052  ,71.98275974148254  ,                   ,74.15090019682836  ,0.08160196835058035    ,0.41763092827218845 ,0.5290272745676824  ,0.42266218940724853 ,0.12639925983891878  ,0.30475325390605856 ,0.17193078895077318 ,0.26730287031553884 ,0.34276712065764803 ,0.14540845226163981  ,0.13772309353778708  ,0.24839995965065803 ,0.1278768153653995   ,0.09887407606626941 ,0.6218434374716275  ,0.26475798502177456 ,0.49699219039154074 ,0.3308598555341946  ,0.39250858768755315 ,0.4208618968953454  ,0.21837586264669476 ,0.5620304145612242  ,                    ,0.5985505777192242
2018090600 ,37     ,37      ,94.1316084001543   ,85.69861900870981 ,83.45561754609453 ,78.79362728038353 ,102.1689434221574  ,101.33463376358549 ,81.27021656178849 ,74.09994601887372 ,84.23983024674256 ,112.65810800825655 ,75.60980425844258  ,75.0890484691343   ,62.49121858309373  ,59.579086934930444 ,71.12984886810881  ,64.1960598479377   ,70.09322149823048  ,67.08142291275581  ,58.93862061500931  ,68.43417640331474  ,63.78030495380216  ,72.606600939584    ,                   ,74.8402592192197   ,0.07166320197888251    ,0.410760101668779   ,0.5205877635658249  ,0.413907457345962   ,0.12196338069724458  ,0.29828127215408    ,0.17063067938222024 ,0.2615412443323855  ,0.33669162601525987 ,0.13909769961872775  ,0.13518223118701606  ,0.24426806893122216 ,0.12546650216730607  ,0.09682945910468542 ,0.6117510144189053  ,0.259297944318963   ,0.4871291560805454  ,0.3226462313362153  ,0.38564196950637053 ,0.4108206843289619  ,0.2144004095051486  ,0.5533873793553994  ,                    ,0.5897073158007787
2018090600 ,37     ,38      ,95.30541485141335  ,85.825866147683   ,83.79382435478166 ,79.09636906963556 ,102.41544854171171 ,101.45679523817023 ,81.79905439551241 ,74.7467791948255  ,84.66378682766322 ,112.55195111591803 ,76.33248129073232  ,75.73264619700015  ,63.358245714350396 ,60.300007462686104 ,71.5268571936444   ,64.99955769080279  ,70.71100692254355  ,67.84534471870565  ,59.25919084834015  ,69.12426563805217  ,64.64324017250372  ,73.22022807940441  ,                   ,75.51890160747837  ,0.06404853902578059    ,0.4038973402135546  ,0.5119669022341488  ,0.4049249879185916  ,0.11743959272400441  ,0.2917305756726428  ,0.16926876021940873 ,0.2560435326315019  ,0.33056550611122965 ,0.13286270758987945  ,0.13283721689309888  ,0.24011080726138076 ,0.12294546943335863  ,0.0946686941572037  ,0.6015745006335882  ,0.25363548631301286 ,0.4772457587779362  ,0.3143860935223041  ,0.37872021706652004 ,0.40065573085228595 ,0.21022898251152322 ,0.5445418360329383  ,                    ,0.580694080820035
2018090600 ,37     ,39      ,96.6549062386385   ,85.93869966435378 ,84.1294490651163  ,79.38850420558381 ,102.6728493809342  ,101.58611371639336 ,82.32303322886007 ,75.40552035494483 ,85.07822283052226 ,112.4501778566846  ,77.06548514088522  ,76.37285643473079  ,64.22446340764553  ,61.02027941594499  ,71.9284672435052   ,65.8098746389932   ,71.31764017408317  ,68.60776413788749  ,59.59915519535491  ,69.8175479374634   ,65.5150127833308   ,73.83438358921946  ,                   ,76.20656795841157  ,0.056623344797250445   ,0.39714521488568916 ,0.5034733240044584  ,0.3958278908025385  ,0.11282986817370173  ,0.2852903772626516  ,0.16756504814852052 ,0.25060742323701446 ,0.3244267299881505  ,0.1266161863690903   ,0.13051931105233572  ,0.23576906578795404 ,0.12033794359584096  ,0.09239581625719162 ,0.5917042909663971  ,0.2477795697848548  ,0.46734734755985397 ,0.3060324924716759  ,0.37212494441374927 ,0.39056029943557896 ,0.20598687668087132 ,0.5357275343297412  ,                    ,0.5716607395418405
2018090600 ,37     ,40      ,97.962623484674    ,86.03694613362332 ,84.45684637730679 ,79.68338910965069 ,102.93242103438546 ,101.70040757047141 ,82.84394787792286 ,76.0519099036967  ,85.48320653789257 ,112.3528001431206  ,77.77905952118475  ,76.99272173394054  ,65.0911061513015   ,61.720040505495454 ,72.32315604286084  ,66.60789292568863  ,71.92672521392866  ,69.35943843486623  ,59.947447818902184 ,70.5196625062826   ,66.39372410100219  ,74.4491511032866   ,                   ,76.87587983236355  ,0.050039957632349655   ,0.39049956916008305 ,0.4947352804922502  ,0.38668201521747025 ,0.10824329587728072  ,0.2789209531079658  ,0.1656447878676542  ,0.24558458836444255 ,0.31827320824692984 ,0.12035859273177632  ,0.12827798142275565  ,0.23143277127143858 ,0.11779983566292976  ,0.09004379856191852 ,0.5819051181398855  ,0.24181077509679158 ,0.45749211875490325 ,0.2976297260683217  ,0.3653893404610853  ,0.38034838259082293 ,0.2015309412504456  ,0.5269432271894297  ,                    ,0.5625290287204722
2018090600 ,37     ,41      ,98.51237587227301  ,86.12793333175945 ,84.76828711257531 ,79.98120341680287 ,103.18316626271942 ,101.81881800531767 ,83.35203956712756 ,76.70018578856246 ,85.87850953527314 ,112.24337931477295 ,78.48183993765691  ,77.58777287691662  ,65.96579265043361  ,62.418385913126585 ,72.71929936406153  ,67.40589069213462  ,72.54267847274458  ,70.11019968592302  ,60.31481575865087  ,71.22536696992161  ,67.26980377554256  ,75.05471137776762  ,                   ,77.54097884344768  ,0.04559382484262267    ,0.3841716546769842  ,0.48607129050831543 ,0.37748811412248934 ,0.10359352891092027  ,0.27256608630449874 ,0.16353135372272323 ,0.24064653743250866 ,0.31247110356187185 ,0.11437621229260513  ,0.12596702968987925  ,0.22684715023227656 ,0.11500982367975579  ,0.08742534239846925 ,0.5720976280814023  ,0.23583926807532216 ,0.4478033218217549  ,0.28913429909771826 ,0.3589841257230577  ,0.3702079457717224  ,0.196899947517643   ,0.5179562485027529  ,                    ,0.553336277993201
2018090600 ,37     ,42      ,99.28469166996491  ,86.20377311927825 ,85.08144921191692 ,80.28212752537144 ,103.44608257445034 ,101.94396205759318 ,83.84581146366229 ,77.3308541269266  ,86.26063122885202 ,112.14792463527802 ,79.17510846219284  ,78.17467684615012  ,66.83985936550135  ,63.108034353796825 ,73.11390155093626  ,68.20395663009589  ,73.17438144596782  ,70.87552186756722  ,60.69746699821995  ,71.9347266624403   ,68.13365174420053  ,75.65263048962673  ,                   ,78.19360843444943  ,0.04130713527704706    ,0.3779429429789259  ,0.47736698157881785 ,0.3682469866883114  ,0.09895685406959974  ,0.26632087582803676 ,0.16110956289255574 ,0.23585179552083477 ,0.30690288296270096 ,0.10837272626080892  ,0.12371269363090584  ,0.22235963159891456 ,0.11214418435778695  ,0.0850361659294292  ,0.5624702637509734  ,0.22986494097891857 ,0.43822055371788643 ,0.28078037022322627 ,0.3527544293925208  ,0.3601373897788486  ,0.19212805726056917 ,0.5090628357255351  ,                    ,0.5441480437679126
2018090600 ,37     ,43      ,99.92889321912857  ,86.27158570468032 ,85.36972824133856 ,80.58049391757288 ,103.72116707789208 ,102.07307235505355 ,84.34006936207724 ,77.94380347404147 ,86.62927507488448 ,112.06646643844894 ,79.84528852725126  ,78.73928181028832  ,67.72331061015844  ,63.77645411905557  ,73.50995578831483  ,68.99996014491603  ,73.81268861110534  ,71.63067080517953  ,61.079047962456    ,72.64780795041237  ,69.00697428521265  ,76.26439864051903  ,                   ,78.8425329374951   ,0.03713493366499785    ,0.3720256195508629  ,0.4687814106163159  ,0.35911926426063523 ,0.09433470459289846  ,0.26009122178050365 ,0.15871614299107675 ,0.2311935153549197  ,0.3015627098940677  ,0.10235011110322989  ,0.12115490604981456  ,0.21774600484608822 ,0.10918965545319781  ,0.08241203686683285 ,0.5528313686962808  ,0.22374640090411443 ,0.4288026702138871  ,0.27237417175718864 ,0.3464490371592007  ,0.3501351950417184  ,0.18730637540838943 ,0.4999536764711776  ,                    ,0.5348944542545576
2018090600 ,37     ,44      ,101.09354925018708 ,86.34023974949339 ,85.65085638801284 ,80.89491764010889 ,103.9884959983555  ,102.18928759904337 ,84.81193607034331 ,78.5366825120593  ,86.99000517300823 ,111.98907893183156 ,80.50605256749333  ,79.26432867311752  ,68.59527461859162  ,64.44610228710499  ,73.90937694230685  ,69.79632798364109  ,74.45743011949848  ,72.40042886613311  ,61.47912979214979  ,73.37076938399923  ,69.86839772028551  ,76.86004163412872  ,                   ,79.48806199675522  ,0.03254986150766948    ,0.3663755502977234  ,0.46020150735417764 ,0.3500172404631502  ,0.08974572313218593  ,0.25402142432877856 ,0.15615440583699347 ,0.22654116775495373 ,0.2966649086761087  ,0.09631895334362299  ,0.11865441690129334  ,0.21318163830499653 ,0.10603679200750894  ,0.07999703390718167 ,0.5434824199664898  ,0.21762774902879073 ,0.4195470801305213  ,0.2641078714050105  ,0.3404745723456166  ,0.34002595723221524 ,0.18234981413603316 ,0.49099817937771983 ,                    ,0.5255750875279126
2018090600 ,37     ,45      ,102.25944455159141 ,86.40706279002892 ,85.91125770235237 ,81.20991195660787 ,104.26711705998206 ,102.30925911177346 ,85.2843531956478  ,79.09221769554829 ,87.32983110026035 ,111.90761636278383 ,81.14512986002302  ,79.77708066857298  ,69.46790337990632  ,65.09617884330846  ,74.29639897060962  ,70.58547300967814  ,75.13476026447412  ,73.1775628181207   ,61.89082322929628  ,74.08838100539113  ,70.73957379006464  ,77.44362078312196  ,                   ,80.10817998182208  ,0.027776067302997497   ,0.36124946669987235 ,0.4518307817841563  ,0.3411436673046154  ,0.08507665168061107  ,0.24796563952196649 ,0.15362103276253142 ,0.2220699667847968  ,0.29212583742712317 ,0.09046572187140511  ,0.11597841919762159  ,0.2084581432587085  ,0.10296310873062954  ,0.07765554346982478 ,0.5340716249622119  ,0.21167712742336683 ,0.41058903327603014 ,0.25614823506094514 ,0.3345245146426163  ,0.3300310549088723  ,0.1773499963173696  ,0.4820121839048943  ,                    ,0.5162042631683759
2018090600 ,37     ,46      ,103.47760434026293 ,86.47724556205523 ,86.15528596667762 ,81.55015695876986 ,104.53803135701381 ,102.41355623158489 ,85.74592060267356 ,79.61786043344797 ,87.66362187361413 ,111.84080292987885 ,81.76377682079027  ,80.24837069997123  ,70.3501250887303   ,65.74735888231557  ,74.67763587580957  ,71.3827661274064   ,75.82192295108322  ,73.95446166391856  ,62.31091718150199  ,74.82274320017945  ,71.5893413854325   ,78.02880301529684  ,                   ,80.73425852759162  ,0.023098839229595696   ,0.3564969010791364  ,0.4435060000467689  ,0.3322593388231178  ,0.08044025339145483  ,0.24197104656212426 ,0.15101784936291418 ,0.21761995710279905 ,0.28812431115732934 ,0.08468570101101344  ,0.11325040822986789  ,0.20365189349029927 ,0.09981009320534309  ,0.07551203472016058 ,0.5250092500641964  ,0.20555539193130618 ,0.4019131306443928  ,0.2486517411905132  ,0.3284496015645189  ,0.3201868009694418  ,0.17224466578569908 ,0.4730472289936658  ,                    ,0.5067014928276757
2018090600 ,37     ,47      ,104.69834764694235 ,86.54688440377274 ,86.4004004620349  ,81.896785040684   ,104.81118117834568 ,102.53124889515391 ,86.19669425215795 ,80.12339608379065 ,87.98521807667468 ,111.78927721387234 ,82.35210319111467  ,80.69793677659919  ,71.22211033099202  ,66.38959632352045  ,75.05624557623436  ,72.16307227384378  ,76.53159412948355  ,74.75724045201241  ,62.73644953294695  ,75.56115999638968  ,72.44912766900649  ,78.61121039648225  ,                   ,81.35395565060128  ,0.018721541878524962   ,0.35200889947484315 ,0.4353825618741824  ,0.3234495256556046  ,0.07582792234258315  ,0.2359660620784887  ,0.1483449791568906  ,0.21315924787356846 ,0.28443512601882587 ,0.07907026463685551  ,0.11048289534727862  ,0.19870789505450723 ,0.09660901997483777  ,0.073571846740721   ,0.5161054044217479  ,0.1996240592589712  ,0.3935849810358706  ,0.24137747180343153 ,0.3226074522160441  ,0.31040880661067644 ,0.16710016010833773 ,0.4639889447481596  ,                    ,0.497296418478718
2018090600 ,37     ,48      ,106.12117460714425 ,86.61309369835487 ,86.6371282995922  ,82.25900680168706 ,105.0758630704502  ,102.63771870029069 ,86.64662601625064 ,80.60323132480484 ,88.29305068916806 ,111.74201403232358 ,82.93003436632594  ,81.10827639643195  ,72.08391845619937  ,67.01284727572767  ,75.42714696977475  ,72.9439373765908   ,77.25574218140682  ,75.55880954594242  ,63.17359654159323  ,76.30369846868498  ,73.2993042258929   ,79.1999728535307   ,                   ,81.96253046362101  ,0.014512222110315425   ,0.3480410623061421  ,0.42750632825272683 ,0.3150614338053432  ,0.07115151249439497  ,0.23020921201857428 ,0.1455857497627815  ,0.20895306648746284 ,0.28141113345331087 ,0.07353907734475505  ,0.10764774906204636  ,0.19379279960779353 ,0.09336024110386844  ,0.07183905728016211 ,0.5072401529227518  ,0.19368530102419723 ,0.38536175803760486 ,0.23454632460611555 ,0.3167948959110593  ,0.3006957984751685  ,0.16196383194999028 ,0.4550646134912235  ,                    ,0.48787602937955693
2018090600 ,37     ,49      ,107.6856183526844  ,86.68475356139626 ,86.86501309503153 ,82.63951839162667 ,105.3335184070104  ,102.74980924556503 ,87.08588921289143 ,81.06489375802575 ,88.58109279073047 ,111.70814921034186 ,83.47565213881231  ,81.50697945574967  ,72.94646941422182  ,67.62702196607506  ,75.79513506815591  ,73.72358781285675  ,77.97572058019085  ,76.3803534948615   ,63.612848544928404 ,77.04371745963456  ,74.13993053678969  ,79.77259241117841  ,                   ,82.57366650452188  ,0.01021509787071118    ,0.34455265898524534 ,0.4198724485283368  ,0.3068262894065572  ,0.06659973920002914  ,0.22455936534776028 ,0.14275773741669703 ,0.20484691465826002 ,0.27882688882848405 ,0.06799729567649036  ,0.10453206791370828  ,0.18870933254078365 ,0.0901882593749183   ,0.0702960764724447  ,0.49852541851956544 ,0.18760603486479174 ,0.3773390423204506  ,0.22821194179065735 ,0.31106242051597777 ,0.29120814959761654 ,0.15683327567784527 ,0.44626780598663973 ,                    ,0.47848781511107674
2018090600 ,37     ,50      ,109.12218152144871 ,86.76750601463661 ,87.09277926441435 ,83.02852582094903 ,105.58398552810932 ,102.86517243460004 ,87.52444744184336 ,81.51030486999788 ,88.86140219465368 ,111.68894752839245 ,84.00116011103655  ,81.87644655210678  ,73.808000243876    ,68.24204275957747  ,76.16470639344709  ,74.48804266457805  ,78.69701519117481  ,77.21150820959271  ,64.06369954974502  ,77.79736370854735  ,74.97409285880023  ,80.34705968484472  ,                   ,83.17401096496428  ,0.006323229507260491   ,0.3413958960567423  ,0.4124301653335863  ,0.2987822904437432  ,0.06217067690718466  ,0.21892201165509975 ,0.13984499653670887 ,0.200956489892752   ,0.27675387404945045 ,0.06262545502711239  ,0.10136256226643521  ,0.18362232616928012 ,0.08682049878237363  ,0.068927063777164   ,0.49007317426062436 ,0.18183476521157346 ,0.369345125519696   ,0.22239162306501856 ,0.3053618164707501  ,0.28174262437207476 ,0.15196990489440249 ,0.43748431535032234 ,                    ,0.4690782470858926
2018090600 ,37     ,51      ,109.54100830282695 ,86.84221669211352 ,87.31484696201441 ,83.43146229091278 ,105.8365140204457  ,102.98803279993264 ,87.95383448150513 ,81.94908907364376 ,89.10902086769892 ,111.67354252462844 ,84.49764612106068  ,82.20687319196614  ,74.66038373863344  ,68.83858874207112  ,76.53503380805421  ,75.2531760127106   ,79.42906520915376  ,78.05598823921198  ,64.51000310029445  ,78.56053780365814  ,75.808523267506    ,80.90944876836079  ,                   ,83.7905752456683   ,0.004290643744952285   ,0.3386474820997707  ,0.40532789615713    ,0.29115830415896654 ,0.057762664186779875 ,0.21348726311141708 ,0.13697684733095877 ,0.19725197108908132 ,0.27503169678243666 ,0.05734132212629181  ,0.0982673180182521   ,0.1785478754663571  ,0.08354166344329318  ,0.06789200077918778 ,0.48158735915464335 ,0.17605010694788148 ,0.36133461608452927 ,0.21732105051993042 ,0.29993494258865955 ,0.27258213842919676 ,0.14708318824408856 ,0.4289289732649554  ,                    ,0.45975138618877637
2018090600 ,37     ,52      ,110.36019980047153 ,86.94021509060119 ,87.53062207022181 ,83.84200021468953 ,106.07111765226196 ,103.1139277692398  ,88.37135508749427 ,82.38302312976867 ,89.32379078386676 ,111.65283516328638 ,84.96222042767009  ,82.51970007216458  ,75.52271777419031  ,69.41592108443135  ,76.8886760192943   ,76.01908181502853  ,80.14389371624016  ,78.90876060362372  ,64.96484741766119  ,79.33278326139832  ,76.63482563430284  ,81.45942057245436  ,                   ,84.40531973756157  ,0.0019028610596078647  ,0.33630027333778956 ,0.39856123779049124 ,0.2837225460300907  ,0.05338578077415469  ,0.2080656256574223  ,0.13392743810605728 ,0.1938485468489956  ,0.2736555391054782  ,0.0523288650188853   ,0.0948903320040024   ,0.17355602619112798 ,0.08019427480440641  ,0.06703771479301375 ,0.4734774459434241  ,0.17025243932761927 ,0.35344023035167305 ,0.21273078971642131 ,0.2943908074373021  ,0.26372035301323604 ,0.14232149496325622 ,0.42059257563782715 ,                    ,0.4506131628209814
